"year","abundance","energy","site_name","scaled_energy"
1994,774,194295.433383563,"bbs_rtrg_105_2",719.59011627374
1995,687,159837.637110722,"bbs_rtrg_105_2",591.97265664173
1996,829,197465.653274441,"bbs_rtrg_105_2",731.331302673042
1997,744,177271.198791518,"bbs_rtrg_105_2",656.539375779094
1998,813,208271.47477385,"bbs_rtrg_105_2",771.351606875677
1999,890,222558.817513728,"bbs_rtrg_105_2",824.266029229268
2000,702,168549.753472769,"bbs_rtrg_105_2",624.238740907228
2001,744,215778.021044166,"bbs_rtrg_105_2",799.152756956274
2002,814,242989.519503566,"bbs_rtrg_105_2",899.932919409846
2003,736,171721.354060863,"bbs_rtrg_105_2",635.985040839327
2004,840,209911.26171582,"bbs_rtrg_105_2",777.424701109998
2005,793,173763.648666895,"bbs_rtrg_105_2",643.54885738111
2006,761,214467.266043923,"bbs_rtrg_105_2",794.29826127099
2007,740,181723.146586447,"bbs_rtrg_105_2",673.027553476374
2008,666,160681.160768366,"bbs_rtrg_105_2",595.096720220134
2009,733,189795.368331682,"bbs_rtrg_105_2",702.923732110555
2010,754,217682.710999146,"bbs_rtrg_105_2",806.206942648143
2011,705,219621.18766792,"bbs_rtrg_105_2",813.386260387036
2012,688,176223.193060384,"bbs_rtrg_105_2",652.657994972613
2013,599,157606.439699596,"bbs_rtrg_105_2",583.709222053784
2014,664,184601.050002856,"bbs_rtrg_105_2",683.686120268059
2015,678,260655.972396776,"bbs_rtrg_105_2",965.362171503861
2016,811,342116.804025123,"bbs_rtrg_105_2",1267.05947999118
2017,749,387073.654858678,"bbs_rtrg_105_2",1433.56110566117
2018,662,143113.693165628,"bbs_rtrg_105_2",530.034068799327
1980,814,127105.728877553,"bbs_rtrg_105_4",956.525816474174
1981,680,86393.9793622089,"bbs_rtrg_105_4",650.152218768198
1984,770,105710.494675829,"bbs_rtrg_105_4",795.517386372842
1989,445,62382.8149915077,"bbs_rtrg_105_4",469.457777951088
1990,471,51517.573813218,"bbs_rtrg_105_4",387.692118912506
1991,524,64956.621401602,"bbs_rtrg_105_4",488.826789085382
1992,512,71324.3470424635,"bbs_rtrg_105_4",536.746690269193
1993,329,43471.8368938081,"bbs_rtrg_105_4",327.144454035899
1994,327,52750.8705980563,"bbs_rtrg_105_4",396.973212884351
1996,445,55264.4085400147,"bbs_rtrg_105_4",415.888677619121
1997,440,56546.8618167203,"bbs_rtrg_105_4",425.539695542731
1998,404,57257.2998181849,"bbs_rtrg_105_4",430.886050072981
1999,549,69142.2652599742,"bbs_rtrg_105_4",520.325577097971
2000,453,56511.5217928981,"bbs_rtrg_105_4",425.273746514003
2001,397,51048.7940425363,"bbs_rtrg_105_4",384.164347529913
2002,232,44081.5456746753,"bbs_rtrg_105_4",331.732777430765
2003,288,43044.9101058386,"bbs_rtrg_105_4",323.931644526497
2004,327,45479.4295798293,"bbs_rtrg_105_4",342.252460969197
2005,327,50632.2453519862,"bbs_rtrg_105_4",381.029637711179
2006,392,53391.5845167755,"bbs_rtrg_105_4",401.794863408221
2007,439,63724.1932155198,"bbs_rtrg_105_4",479.552231696441
2008,387,49618.0595001567,"bbs_rtrg_105_4",373.397448678124
2009,349,50388.0418549837,"bbs_rtrg_105_4",379.191900329718
2010,370,46537.1040110284,"bbs_rtrg_105_4",350.211920450691
2011,344,42520.1795740781,"bbs_rtrg_105_4",319.982819365322
2012,452,53166.4783088066,"bbs_rtrg_105_4",400.100841421389
2013,379,47498.8563060323,"bbs_rtrg_105_4",357.44952419482
2014,400,41024.4154427433,"bbs_rtrg_105_4",308.726544611916
2015,376,40843.3332258059,"bbs_rtrg_105_4",307.363822278827
2016,379,50436.4152769476,"bbs_rtrg_105_4",379.555931340345
2017,384,51534.9635229932,"bbs_rtrg_105_4",387.822984031552
2018,373,42892.9512884863,"bbs_rtrg_105_4",322.788088424644
1989,820,158203.545947621,"bbs_rtrg_105_45",821.23351718799
1990,808,172021.181248037,"bbs_rtrg_105_45",892.960766846093
1991,702,141667.456484373,"bbs_rtrg_105_45",735.394790697407
1992,716,127307.161343013,"bbs_rtrg_105_45",660.850597543223
1993,999,188809.638805574,"bbs_rtrg_105_45",980.109534375628
1994,828,160810.792968734,"bbs_rtrg_105_45",834.767718513894
1995,909,146883.373342325,"bbs_rtrg_105_45",762.470579175842
1996,815,140520.782227887,"bbs_rtrg_105_45",729.442412531154
1997,723,135142.637679662,"bbs_rtrg_105_45",701.52450123006
1999,777,134985.116834081,"bbs_rtrg_105_45",700.706811605769
2000,640,108651.119234122,"bbs_rtrg_105_45",564.007211472949
2001,1249,223651.162413178,"bbs_rtrg_105_45",1160.97164340784
2002,648,117765.851752347,"bbs_rtrg_105_45",611.321725185859
2003,960,172940.255019629,"bbs_rtrg_105_45",897.731672463149
2004,867,157580.75390994,"bbs_rtrg_105_45",818.000608010656
2006,525,113687.441799496,"bbs_rtrg_105_45",590.150727215791
2007,533,105414.314410331,"bbs_rtrg_105_45",547.204979930218
2008,494,109113.286239266,"bbs_rtrg_105_45",566.406317212893
2009,479,102751.660468965,"bbs_rtrg_105_45",533.383161662969
2010,515,110594.209841982,"bbs_rtrg_105_45",574.093781432864
2011,485,95712.7713555385,"bbs_rtrg_105_45",496.844336764381
2012,581,120410.135411716,"bbs_rtrg_105_45",625.048183445809
2013,528,94895.1965678334,"bbs_rtrg_105_45",492.60031167348
2014,492,97014.590251471,"bbs_rtrg_105_45",503.60206968525
2015,587,132392.650855099,"bbs_rtrg_105_45",687.24933856775
2016,410,86440.9272105193,"bbs_rtrg_105_45",448.714257679086
2017,506,121747.926295538,"bbs_rtrg_105_45",631.99264670801
2018,524,106186.963835561,"bbs_rtrg_105_45",551.21579777399
1997,621,149531.410443685,"bbs_rtrg_105_56",640.192357657178
1998,622,165943.302580194,"bbs_rtrg_105_56",710.456978911745
1999,765,183488.389315057,"bbs_rtrg_105_56",785.573172952604
2001,642,145446.464779607,"bbs_rtrg_105_56",622.703383348515
2002,588,147417.946540516,"bbs_rtrg_105_56",631.143934754064
2003,703,171464.863515315,"bbs_rtrg_105_56",734.096568095812
2004,657,153820.200379306,"bbs_rtrg_105_56",658.554055257931
2005,671,148485.043725342,"bbs_rtrg_105_56",635.712523123399
2006,680,146128.441876122,"bbs_rtrg_105_56",625.623147991878
2007,700,155491.395373463,"bbs_rtrg_105_56",665.708981839845
2009,619,144310.141321511,"bbs_rtrg_105_56",617.838414901144
2011,696,164363.50627393,"bbs_rtrg_105_56",703.693359690044
2015,535,151523.890923743,"bbs_rtrg_105_56",648.722811374755
2016,621,124127.095277432,"bbs_rtrg_105_56",531.428263393017
2017,673,135834.638996482,"bbs_rtrg_105_56",581.55204670807
1970,438,172803.923799586,"bbs_rtrg_106_14",590.226524315482
1971,383,91151.2596560326,"bbs_rtrg_106_14",311.334893275653
1974,380,116279.469244016,"bbs_rtrg_106_14",397.162434000872
1975,344,105125.885833678,"bbs_rtrg_106_14",359.066419597969
1976,628,200317.618724956,"bbs_rtrg_106_14",684.201893449526
1977,965,250060.54272208,"bbs_rtrg_106_14",854.103088367777
1978,608,215567.832498317,"bbs_rtrg_106_14",736.290297882742
1986,2063,457629.935641012,"bbs_rtrg_106_14",1563.07403441472
1987,1468,343485.489031823,"bbs_rtrg_106_14",1173.20395212312
1988,1257,306684.024629089,"bbs_rtrg_106_14",1047.50541503818
1989,1958,609776.89629388,"bbs_rtrg_106_14",2082.74494116714
1990,1822,421431.487163586,"bbs_rtrg_106_14",1439.43514959852
1991,1111,292260.86945798,"bbs_rtrg_106_14",998.241899724834
1993,1595,376794.792771285,"bbs_rtrg_106_14",1286.97471693696
1994,1443,355009.499167894,"bbs_rtrg_106_14",1212.56519056744
1995,1607,384501.875059928,"bbs_rtrg_106_14",1313.29891312312
1998,1258,300991.209021579,"bbs_rtrg_106_14",1028.06111831326
1999,1141,284433.896421758,"bbs_rtrg_106_14",971.508206475844
2000,1463,407272.51768072,"bbs_rtrg_106_14",1391.07398301151
2001,945,297535.012633855,"bbs_rtrg_106_14",1016.25618508938
2002,1002,310933.215511758,"bbs_rtrg_106_14",1062.01888852122
2003,555,204964.15560664,"bbs_rtrg_106_14",700.072536045356
2004,1077,327339.069790961,"bbs_rtrg_106_14",1118.05448156059
2005,986,261083.042363231,"bbs_rtrg_106_14",891.751374988921
2006,976,291893.178018172,"bbs_rtrg_106_14",996.986018285532
2008,524,193883.72432264,"bbs_rtrg_106_14",662.226378962391
2009,731,202972.039382633,"bbs_rtrg_106_14",693.268293357607
2010,593,169182.142684791,"bbs_rtrg_106_14",577.856022348776
2011,635,338271.314714925,"bbs_rtrg_106_14",1155.39449550564
2012,742,251473.990734358,"bbs_rtrg_106_14",858.930840476895
2013,785,388246.519500357,"bbs_rtrg_106_14",1326.08906524626
2014,511,273354.064394042,"bbs_rtrg_106_14",933.664096203771
2015,486,161240.161980562,"bbs_rtrg_106_14",550.729510611265
2016,411,196793.679223955,"bbs_rtrg_106_14",672.165577850665
2017,326,122437.363987936,"bbs_rtrg_106_14",418.195248140091
2018,354,145587.911461698,"bbs_rtrg_106_14",497.267915420993
1996,560,78728.5534141952,"bbs_rtrg_106_4",432.536083557268
1997,526,77951.4266618897,"bbs_rtrg_106_4",428.266535251186
1998,490,80699.7774686716,"bbs_rtrg_106_4",443.366023844007
2000,565,91582.9263293807,"bbs_rtrg_106_4",503.15823875003
2001,413,73484.781811306,"bbs_rtrg_106_4",403.726708383691
2002,393,72628.4757070015,"bbs_rtrg_106_4",399.022147298548
2003,294,77847.2257415579,"bbs_rtrg_106_4",427.694053527227
2004,632,115163.003082701,"bbs_rtrg_106_4",632.707603072811
2005,526,95585.8202940835,"bbs_rtrg_106_4",525.150209938407
2006,673,130454.515480164,"bbs_rtrg_106_4",716.719446263536
2007,599,107801.488755613,"bbs_rtrg_106_4",592.263311414893
2008,517,83236.9706436777,"bbs_rtrg_106_4",457.305408623145
2009,637,115970.455817561,"bbs_rtrg_106_4",637.143762870597
2010,542,95675.68369334,"bbs_rtrg_106_4",525.643921064598
2018,582,150035.285214145,"bbs_rtrg_106_4",824.296546140056
1993,672,138045.997885809,"bbs_rtrg_106_79",686.010155600231
1994,496,104453.111900693,"bbs_rtrg_106_79",519.072603663575
1995,534,99132.1050355473,"bbs_rtrg_106_79",492.630223562644
1996,598,115721.535331343,"bbs_rtrg_106_79",575.070264076909
1997,490,91539.3955902729,"bbs_rtrg_106_79",454.898772685751
1998,558,113261.027206891,"bbs_rtrg_106_79",562.842937047062
2000,517,101139.025005722,"bbs_rtrg_106_79",502.603475247604
2001,592,114379.516977846,"bbs_rtrg_106_79",568.401195551919
2002,839,167140.673252344,"bbs_rtrg_106_79",830.59415717227
2003,640,126221.822360346,"bbs_rtrg_106_79",627.250723119058
2004,590,115449.072765907,"bbs_rtrg_106_79",573.71627997181
2005,631,114856.732924867,"bbs_rtrg_106_79",570.772687598661
2006,683,136246.823805789,"bbs_rtrg_106_79",677.069282923813
2008,689,140250.086188521,"bbs_rtrg_106_79",696.963221843782
2009,555,116486.497942205,"bbs_rtrg_106_79",578.871693511611
2010,637,125764.314435042,"bbs_rtrg_106_79",624.977168739848
2011,647,125229.195057188,"bbs_rtrg_106_79",622.317929549373
2012,529,109808.01958547,"bbs_rtrg_106_79",545.683451571655
2013,616,125689.972344779,"bbs_rtrg_106_79",624.607730801116
2014,698,143538.117737078,"bbs_rtrg_106_79",713.302869995767
2015,765,159675.185984163,"bbs_rtrg_106_79",793.494928213
2017,840,196168.96050595,"bbs_rtrg_106_79",974.848247552542
1970,563,93485.2833010428,"bbs_rtrg_107_14",516.426459564626
1971,840,159896.604861524,"bbs_rtrg_107_14",883.292371047665
1972,854,130310.119805635,"bbs_rtrg_107_14",719.852274501432
1973,579,99444.4339005141,"bbs_rtrg_107_14",549.345684253578
1974,673,105688.611166959,"bbs_rtrg_107_14",583.839438187232
1976,584,119754.573867999,"bbs_rtrg_107_14",661.541885690913
1977,563,94202.8889228814,"bbs_rtrg_107_14",520.390618601898
1981,553,123792.470880182,"bbs_rtrg_107_14",683.84782288718
1986,504,99424.6404733196,"bbs_rtrg_107_14",549.236342449523
2013,609,103431.039272295,"bbs_rtrg_107_14",571.368278881658
2014,680,129462.677592521,"bbs_rtrg_107_14",715.170879030931
2016,583,114169.28802128,"bbs_rtrg_107_14",630.687944903364
1997,550,102070.372260775,"bbs_rtrg_107_4",500.844833144198
1998,497,104807.485627117,"bbs_rtrg_107_4",514.275460043058
2000,560,116363.758530128,"bbs_rtrg_107_4",570.980451370906
2001,401,82356.8034846675,"bbs_rtrg_107_4",404.113148467659
2002,505,99627.3367822456,"bbs_rtrg_107_4",488.857204711892
2003,571,109010.997795397,"bbs_rtrg_107_4",534.901497784579
2004,584,112913.360221378,"bbs_rtrg_107_4",554.049836473059
2005,564,116647.550033848,"bbs_rtrg_107_4",572.37297601033
2006,542,98464.4246485233,"bbs_rtrg_107_4",483.150959886141
2008,631,111127.539216517,"bbs_rtrg_107_4",545.287066205897
2009,554,120408.085761838,"bbs_rtrg_107_4",590.825391216636
2011,546,115398.132892215,"bbs_rtrg_107_4",566.242263385615
2012,505,99841.8883874848,"bbs_rtrg_107_4",489.909978994446
2013,484,90549.3943946786,"bbs_rtrg_107_4",444.313029554211
2014,485,91527.1372267962,"bbs_rtrg_107_4",449.110674892064
2016,583,131805.174450994,"bbs_rtrg_107_4",646.749288194951
2017,625,153495.520970361,"bbs_rtrg_107_4",753.180740757674
2018,512,120206.288137108,"bbs_rtrg_107_4",589.835198906682
1989,561,109030.15622821,"bbs_rtrg_107_45",558.97955414782
1990,713,140549.141991143,"bbs_rtrg_107_45",720.572174193957
1991,628,128957.77588639,"bbs_rtrg_107_45",661.145159858241
1992,465,81961.1540291166,"bbs_rtrg_107_45",420.201262857429
1993,457,82803.1491327879,"bbs_rtrg_107_45",424.518032308439
1994,494,93122.6734391006,"bbs_rtrg_107_45",477.424524377354
1995,509,92915.8179513236,"bbs_rtrg_107_45",476.364010549522
1996,691,142252.419598494,"bbs_rtrg_107_45",729.304596401574
1997,608,110106.514148872,"bbs_rtrg_107_45",564.497862947965
1998,534,110251.944070566,"bbs_rtrg_107_45",565.243458071372
1999,632,121995.512751368,"bbs_rtrg_107_45",625.450789807736
2000,611,125680.823938958,"bbs_rtrg_107_45",644.344769930293
2001,825,166928.1607814,"bbs_rtrg_107_45",855.813034817613
2002,715,132421.745392106,"bbs_rtrg_107_45",678.904357834937
2003,656,120921.597525928,"bbs_rtrg_107_45",619.945004301451
2004,618,127051.483016733,"bbs_rtrg_107_45",651.371912022792
2005,554,105599.290688381,"bbs_rtrg_107_45",541.390074721775
2006,487,94672.9621102307,"bbs_rtrg_107_45",485.372597645953
2007,545,118168.156441399,"bbs_rtrg_107_45",605.828567867288
2008,640,135403.353052255,"bbs_rtrg_107_45",694.190566514903
2009,712,146475.58464096,"bbs_rtrg_107_45",750.956064162374
2010,633,126717.427152534,"bbs_rtrg_107_45",649.659262931108
2011,700,149684.307182027,"bbs_rtrg_107_45",767.406653223582
2015,794,127643.762979271,"bbs_rtrg_107_45",654.408433301337
2016,774,157713.559501948,"bbs_rtrg_107_45",808.571300117566
2017,593,104586.672642682,"bbs_rtrg_107_45",536.198549704404
2018,739,140425.332879155,"bbs_rtrg_107_45",719.937425381216
1992,206,134593.409501274,"bbs_rtrg_107_6",411.103683462091
1993,195,114538.328897278,"bbs_rtrg_107_6",349.847210808771
1994,146,70986.7792826911,"bbs_rtrg_107_6",216.822848521039
1996,211,75225.4113893249,"bbs_rtrg_107_6",229.76937597981
1997,259,109402.721470297,"bbs_rtrg_107_6",334.160951445328
1998,237,107288.540559585,"bbs_rtrg_107_6",327.70337255555
2000,123,61610.265091993,"bbs_rtrg_107_6",188.183113959637
2001,252,74470.2615519985,"bbs_rtrg_107_6",227.462837488504
2005,371,87964.56062561,"bbs_rtrg_107_6",268.679982335766
2006,397,97765.746315942,"bbs_rtrg_107_6",298.616838490326
2007,484,129238.367953211,"bbs_rtrg_107_6",394.747181953895
2008,414,125031.198030272,"bbs_rtrg_107_6",381.896752956812
2009,452,149101.734630496,"bbs_rtrg_107_6",455.418081348211
2010,422,107172.643137783,"bbs_rtrg_107_6",327.349374115484
2011,381,103551.338089684,"bbs_rtrg_107_6",316.288417641242
2012,459,121214.820058422,"bbs_rtrg_107_6",370.239963463741
2013,440,132824.450563282,"bbs_rtrg_107_6",405.700554601649
2014,425,142828.696474979,"bbs_rtrg_107_6",436.25764027025
2015,494,131811.662184338,"bbs_rtrg_107_6",402.607081936873
2016,415,122121.550362183,"bbs_rtrg_107_6",373.009491103796
2017,371,127745.399172004,"bbs_rtrg_107_6",390.187040654834
2018,408,149275.294586348,"bbs_rtrg_107_6",455.94820490639
1973,716,119046.040395036,"bbs_rtrg_108_14",546.558455604657
1974,777,133178.899901447,"bbs_rtrg_108_14",611.444560505496
1975,825,173777.128020512,"bbs_rtrg_108_14",797.837193031618
1976,1042,326888.984020579,"bbs_rtrg_108_14",1500.79698297898
1978,675,128369.610697937,"bbs_rtrg_108_14",589.364383198431
1979,789,137476.604902549,"bbs_rtrg_108_14",631.175977025123
1980,770,163245.604207915,"bbs_rtrg_108_14",749.485367375963
1981,921,164629.945630446,"bbs_rtrg_108_14",755.841089140561
1982,785,138652.023047023,"bbs_rtrg_108_14",636.572500282858
1983,769,127145.47837414,"bbs_rtrg_108_14",583.744205743303
1984,856,142606.772331602,"bbs_rtrg_108_14",654.72935500991
1985,704,125612.539215813,"bbs_rtrg_108_14",576.706249200349
1986,767,137309.940520106,"bbs_rtrg_108_14",630.410795527527
1987,731,119320.133557677,"bbs_rtrg_108_14",547.81685895153
1988,725,151278.838360361,"bbs_rtrg_108_14",694.544127511809
1989,689,143884.390153939,"bbs_rtrg_108_14",660.595092513757
1990,674,137623.400421965,"bbs_rtrg_108_14",631.849937554306
1991,597,123502.474710801,"bbs_rtrg_108_14",567.018622520297
1992,625,129609.239565727,"bbs_rtrg_108_14",595.055707641092
1993,760,174084.611001736,"bbs_rtrg_108_14",799.248894107815
1994,740,158709.468405191,"bbs_rtrg_108_14",728.659278826333
1995,694,154053.290800296,"bbs_rtrg_108_14",707.282060127521
1996,740,165999.694971291,"bbs_rtrg_108_14",762.129816441475
1997,707,198680.782274882,"bbs_rtrg_108_14",912.173652799737
1998,642,165913.785325016,"bbs_rtrg_108_14",761.735392204988
1999,1178,297497.548877866,"bbs_rtrg_108_14",1365.8564394187
2000,1036,209174.795913287,"bbs_rtrg_108_14",960.353263547544
2001,1034,205738.330567877,"bbs_rtrg_108_14",944.575929117154
2002,971,199854.081094555,"bbs_rtrg_108_14",917.56044591537
2003,898,202709.782892247,"bbs_rtrg_108_14",930.671406675043
2004,825,207994.258486453,"bbs_rtrg_108_14",954.933236886831
2005,904,201596.988886277,"bbs_rtrg_108_14",925.562400350341
2006,839,205885.139385071,"bbs_rtrg_108_14",945.249950698456
2007,834,212313.773774457,"bbs_rtrg_108_14",974.764787746797
2008,849,235327.065567698,"bbs_rtrg_108_14",1080.42230629303
2009,870,189420.093545543,"bbs_rtrg_108_14",869.656424062458
2010,782,173590.317860126,"bbs_rtrg_108_14",796.979519207162
2011,863,202910.32296948,"bbs_rtrg_108_14",931.59211663344
2012,1215,307606.543912241,"bbs_rtrg_108_14",1412.26837126766
2013,926,232500.627983261,"bbs_rtrg_108_14",1067.4457019819
2014,907,207698.528218439,"bbs_rtrg_108_14",953.575494302321
2015,868,166265.772196947,"bbs_rtrg_108_14",763.351417403955
2016,935,199318.929769929,"bbs_rtrg_108_14",915.10348488977
2017,747,186946.710718929,"bbs_rtrg_108_14",858.30074777665
1984,841,195630.023228942,"bbs_rtrg_108_4",885.652431007514
1985,751,158036.634353385,"bbs_rtrg_108_4",715.460373071277
1986,813,162333.587983138,"bbs_rtrg_108_4",734.913457855012
1987,1108,258503.244375593,"bbs_rtrg_108_4",1170.29085324314
1988,1041,307266.93923601,"bbs_rtrg_108_4",1391.05290287749
1989,582,141908.278688199,"bbs_rtrg_108_4",642.444395424993
1990,799,167612.430641626,"bbs_rtrg_108_4",758.811731526045
1991,591,139322.197777981,"bbs_rtrg_108_4",630.736740295615
1992,740,153751.607000693,"bbs_rtrg_108_4",696.061280696767
1995,772,158493.316091732,"bbs_rtrg_108_4",717.527853742635
1996,1005,185701.785388886,"bbs_rtrg_108_4",840.70550602363
1997,555,103918.889695211,"bbs_rtrg_108_4",470.45957346975
1999,569,123985.452622661,"bbs_rtrg_108_4",561.304526331937
2005,914,202608.058136346,"bbs_rtrg_108_4",917.243254733815
2010,803,188278.361162647,"bbs_rtrg_108_4",852.370129684366
2011,669,139841.110548839,"bbs_rtrg_108_4",633.085952085328
2012,849,173149.498640918,"bbs_rtrg_108_4",783.87903793069
1991,225,64354.8220520629,"bbs_rtrg_108_6",224.303931048125
1992,201,63704.4193532388,"bbs_rtrg_108_6",222.037000964898
1993,226,67251.6999023316,"bbs_rtrg_108_6",234.400782672637
1994,269,91342.6173527849,"bbs_rtrg_108_6",318.367878134745
1998,240,55414.6469178989,"bbs_rtrg_108_6",193.143617602936
2000,162,45324.8068793078,"bbs_rtrg_108_6",157.976232904524
2005,427,100856.015684125,"bbs_rtrg_108_6",351.526118268172
2006,370,113059.75063664,"bbs_rtrg_108_6",394.061325981186
2007,368,128217.898547622,"bbs_rtrg_108_6",446.89391964591
2008,344,87258.0970913964,"bbs_rtrg_108_6",304.131587490759
2009,417,102480.777568478,"bbs_rtrg_108_6",357.189104600146
2010,336,91394.9747004704,"bbs_rtrg_108_6",318.550365763964
2011,348,78389.5309861334,"bbs_rtrg_108_6",273.220861973387
2012,427,116902.428840754,"bbs_rtrg_108_6",407.454694177252
2013,435,122489.112502109,"bbs_rtrg_108_6",426.92666328239
2014,369,106005.874661232,"bbs_rtrg_108_6",369.47556752582
2015,368,119868.037342416,"bbs_rtrg_108_6",417.791101359523
2016,414,126054.665230638,"bbs_rtrg_108_6",439.354131308351
2017,301,86724.3224646898,"bbs_rtrg_108_6",302.271155851819
2018,321,117323.974305035,"bbs_rtrg_108_6",408.923959443457
1989,846,153687.781087374,"bbs_rtrg_108_79",743.249361877245
2003,569,109195.499966846,"bbs_rtrg_108_79",528.080274801319
2008,429,98576.535211593,"bbs_rtrg_108_79",476.725907379929
2009,346,84732.1350280789,"bbs_rtrg_108_79",409.773014123437
2010,421,91778.6118006379,"bbs_rtrg_108_79",443.850475113715
2011,428,97364.5953647231,"bbs_rtrg_108_79",470.864846003114
2012,444,86542.2763660953,"bbs_rtrg_108_79",418.527037279146
